date,open,high,low,close,volume
2024-12-11,246.3858398593606,249.20780656351602,244.69662013013263,244.9251708984375,45205800.0
2024-12-12,245.32261935264157,247.1608807008323,244.12029436088807,246.38583374023438,32777500.0
2024-12-13,246.24671899982582,247.70737273801882,244.67674782957272,246.55474853515625,33155300.0
2024-12-16,246.41563368868003,249.78411156803347,246.07778066556844,249.44625854492188,51694800.0
2024-12-17,248.49236434269267,252.21855739876366,248.19426586582333,251.8707733154297,51356400.0
2024-12-18,250.55917390522964,252.6657103008961,246.1672359539693,246.4752655029297,56774100.0
2024-12-19,245.92875304737495,250.4001849209636,245.52135228225407,248.20420837402344,60882300.0
2024-12-20,246.4653249902114,253.3811464831127,244.13025293349912,252.8743896484375,147495300.0
2024-12-23,253.1526187871241,254.0270218726176,251.84099141600396,253.64944458007812,40858800.0
2024-12-24,253.86804957710976,256.5707679464462,253.6693071300515,256.56085205078125,23234700.0
2024-12-26,256.5508929178466,258.44877099351584,255.99445048269988,257.3756103515625,27237100.0
2024-12-27,256.19317709309894,257.05767945175137,251.4534699071419,253.9674072265625,42355300.0
2024-12-30,250.6287005424076,251.8906421270002,249.15810064436016,250.59889221191406,35557500.0
2024-12-31,250.83738041728796,251.6720440162376,247.84647977817443,248.8302001953125,39480700.0
2025-01-02,247.34966196417784,247.51859606258614,240.28481431614935,242.3019256591797,55740700.0
2025-01-03,241.81503295898438,242.62981931594805,240.3543640210219,241.81503295898438,40244100.0
2025-01-06,242.75900387005615,245.7598357483754,241.6560500607284,243.4446258544922,45045600.0
2025-01-07,241.43743349025635,243.99112508347835,239.81779188041267,240.67233276367188,40856000.0
2025-01-08,240.3841632667122,242.16280789951685,238.52603985831155,241.15921020507812,37628900.0
2025-01-10,238.48631733341054,238.63537417198498,231.52082500923515,235.3463897705078,61710900.0
2025-01-13,232.04743903723335,233.18020116738663,228.26162915914,232.9119110107422,49630700.0
2025-01-14,233.25969544364762,234.62099318079112,230.99417118008773,231.7990264892578,39435300.0
2025-01-15,233.15037337402552,237.44295487436693,232.9416999002932,236.35986328125,39832000.0
2025-01-16,235.84318609247865,236.49898454969573,226.58234697208553,226.81088256835938,71759100.0
2025-01-17,230.6463874145182,230.8153063545454,227.02949646555186,228.5199737548828,68488300.0
2025-01-21,222.5779137526142,222.9952455214703,217.98724913328002,221.22654724121094,98070400.0
2025-01-22,218.39465138442915,222.6971640978084,218.39465138442915,222.4090118408203,64126500.0
2025-01-23,223.3132578125695,225.58871322146769,220.88874557201237,222.2401123046875,60234800.0
2025-01-24,223.35299524803202,224.19760513427786,220.00439436057442,221.36569213867188,54697900.0
2025-01-27,222.5978054024586,230.67618150163648,222.5580508531902,228.40072631835938,94863400.0
2025-01-28,229.3844597561093,238.66516132615985,229.3447052045828,236.74740600585938,75707600.0
2025-01-29,232.63366934231402,238.33723404319062,232.52436707787834,237.8404083251953,45486100.0
2025-01-30,237.15477986216186,239.26131599650066,235.70405729633438,236.08163452148438,55658300.0
2025-01-31,245.62071750771995,245.62071750771995,231.95800933839706,234.5017547607422,100959800.0
2025-02-03,228.5298949466701,230.35820991583037,224.26712187534005,226.5624542236328,73063300.0
2025-02-04,225.80731341689966,231.64998934854387,225.21111642561868,231.32208251953125,45067300.0
2025-02-05,227.0791967098242,231.19291368703577,226.82085275464706,230.9941864013672,39620300.0
2025-02-06,229.8216550685821,232.31573010563136,228.96711414866223,231.73941040039062,29925300.0
2025-02-07,231.12332421282468,232.51443012315357,225.8172141561879,226.18487548828125,39707200.0
2025-02-10,228.36338248973718,229.378010419489,226.00582893863492,226.45346069335938,33115600.0
2025-02-11,227.00058728303875,233.99363668198936,226.93096309298542,231.39735412597656,53718400.0
2025-02-12,229.98480349517558,235.71453849328682,229.4675323792709,235.625,45243300.0
2025-02-13,235.66481592241834,241.06626881430705,234.33186254170715,240.26052856445312,53614100.0
2025-02-14,239.981993568851,244.25939586817944,239.72336558929686,243.31439208984375,40896200.0
2025-02-18,242.86674847770814,243.8913336127375,240.56889220053384,243.18507385253906,48822500.0
2025-02-19,243.37408953874765,244.71698493563778,241.88197342314302,243.58297729492188,32204200.0
2025-02-20,243.65259654249155,245.4829218502696,243.00600383864503,244.5379180908203,32316900.0
2025-02-21,244.65729095432025,247.38289505871285,243.93113206298463,244.2593994140625,53197400.0
2025-02-24,243.64264638435856,247.55199828948733,243.1353323966777,245.80125427246094,51326400.0
2025-02-25,246.69652285022872,248.68601093773057,243.62276739789988,245.74156188964844,48013300.0
2025-02-26,243.0457837458091,243.6923612222431,237.8731183985742,239.09664916992188,44433600.0
2025-02-27,238.15166004001364,241.1856322165831,235.81400561415145,236.05274963378906,41153600.0
2025-02-28,235.70459571566596,240.8175794410065,228.9900734891547,240.5688934326172,56833400.0
2025-03-03,240.51914741730602,242.74737946323825,234.8690087281554,236.77891540527344,47184000.0
2025-03-04,236.46059966619734,238.80819608105105,233.44651142335266,234.68994140625,53798100.0
2025-03-05,234.18263593082168,235.30670153327668,228.0251680036218,234.50096130371094,47227600.0
2025-03-06,233.207802772317,236.60982567864426,231.93453157387603,234.09312438964844,45170400.0
2025-03-07,233.87426828677374,240.10136041796665,233.5261018066448,237.81346130371094,46273600.0
2025-03-10,234.3019970725287,234.91874867921032,223.04150278970278,226.28436279296875,72071200.0
2025-03-11,222.63366659789358,224.65299583409444,216.3070937419303,219.6792755126953,76137400.0
2025-03-12,218.98294858814833,220.58448707211764,213.7804415985268,215.8395538330078,62547500.0
2025-03-13,214.81497612462363,215.70029772842102,207.3245545879158,208.5779266357422,61368300.0
2025-03-14,210.13967261110687,212.8254784087618,208.4784519318959,212.36790466308594,60107600.0
2025-03-17,212.18885305172668,214.08881784956162,208.86641153353526,212.87522888183594,48073400.0
2025-03-18,213.03435726681795,214.01914401352187,210.37839287524898,211.57208251953125,42432400.0
2025-03-19,213.0940452987452,217.61017604964766,212.62651443867486,214.1086883544922,54385400.0
2025-03-20,212.86527847830126,216.3468825511506,211.10457731145533,212.97470092773438,48862900.0
2025-03-21,210.44801865955165,217.6897530924643,210.16949157971558,217.1227569580078,94127800.0
2025-03-24,219.8384246082871,220.3158974796034,217.4311459430569,219.56983947753906,44299500.0
2025-03-25,219.6096416779903,222.92214108802088,218.92326587520165,222.573974609375,34493600.0
2025-03-26,222.33520452469477,223.83727753407086,219.31118973503234,220.36561584472656,34466100.0
2025-03-27,220.22635468753003,223.80743885219795,219.40071541682642,222.67343139648438,37094800.0
2025-03-28,220.504904155295,222.6336557419088,216.5358700680628,216.7547149658203,39818600.0
2025-03-31,215.86937928840504,224.4341253115235,215.09348022110552,220.9624786376953,65299300.0
2025-04-01,218.65468232589998,222.50433685640354,217.749461617725,222.0169219970703,36412700.0
2025-04-02,220.15675729790527,224.00641185945875,219.8583310514353,222.71324157714844,35905900.0
2025-04-03,204.4596791341039,206.39944211542388,200.19223396809613,202.12203979492188,103419000.0
2025-04-04,192.87091122900438,198.82943318150367,186.3553350717911,187.38987731933594,125910900.0
2025-04-07,176.26863687444822,193.12954493623218,173.70219548773406,180.50625610351562,160466300.0
2025-04-08,185.71870692843436,189.33957458197378,168.32064359895526,171.51376342773438,120859500.0
2025-04-09,171.04623198001363,199.55559936553783,170.98654976711688,197.8048553466797,184395900.0
2025-04-10,188.0762635840202,193.7562435722064,182.0381599544528,189.41915893554688,121880000.0
2025-04-11,185.12186726950821,198.49121408156802,185.0820690088969,197.1085205078125,87435900.0
2025-04-14,210.32868138530173,211.8207974391945,200.10271391024364,201.45556640625,101352900.0
2025-04-15,200.7990333068026,202.4403549077855,198.7498630049633,201.0775604248047,51343900.0
2025-04-16,197.31743142832593,199.64512887500646,191.35890907242805,193.24893188476562,59732400.0
2025-04-17,196.16351652823,197.78495412822454,193.39812938355274,195.94467163085938,52164700.0
2025-04-21,192.25416731460396,192.78138039340035,188.81234657174457,192.14474487304688,46742500.0
2025-04-22,195.0892017003565,200.53045296496776,194.93999616163734,198.690185546875,52976400.0
2025-04-23,204.9172785719325,206.9067667134076,201.7341005812904,203.52464294433594,52929200.0
2025-04-24,203.81310578126346,207.73239972806866,201.87335793866913,207.27481079101562,47311000.0
2025-04-25,205.28531450927932,208.6475540878433,205.1162098506388,208.18002319335938,38222300.0
2025-04-28,208.89624364686077,210.38835967290976,206.3696005213303,209.03550720214844,38743100.0
2025-04-29,207.59312493762445,211.12446912484504,207.27479957627347,210.09988403320312,36827600.0
2025-04-30,208.19992461631293,212.4574277707069,205.5837430092506,211.3831024169922,52286500.0
2025-05-01,207.98108655162656,213.43227966302132,207.80202473083082,212.1988067626953,57365700.0
2025-05-02,205.0067917796952,205.9020705063368,201.09745506032002,204.27069091796875,101010600.0
2025-05-05,202.03251395918386,203.02725796650907,197.1682163705072,197.84463500976562,69018500.0
2025-05-06,197.1682027308483,199.59536519080132,195.9844550154461,197.46661376953125,51216500.0
2025-05-07,198.1231564563361,198.39174158064424,192.23427392267118,195.218505859375,68536700.0
2025-05-08,196.68078271707188,198.99853803284546,193.65675249053749,196.45199584960938,50478900.0
2025-05-09,197.95407268173315,199.4859718922483,196.5017396407649,197.48654174804688,36453900.0
2025-05-12,210.13634313336473,210.435160708662,205.93301745006437,209.95704650878906,63775800.0
2025-05-13,209.59847136477597,212.55673652410627,208.17412935394688,212.08859252929688,51909300.0
2025-05-14,211.5905625216416,213.09460539099953,209.7478820292828,211.490966796875,49325800.0
2025-05-15,210.11641669484823,212.11848379882832,208.71198473801002,210.61444091796875,45029500.0
2025-05-16,211.52086084946143,211.73003772257164,208.94109887256835,210.42520141601562,54737900.0
2025-05-19,207.08842931596485,208.65221742207615,203.45284348728632,207.95498657226562,46140500.0
2025-05-20,206.84938410987283,207.64622592622177,204.2198167548668,206.04258728027344,42496600.0
2025-05-21,204.3592586621154,206.22186440009241,199.91689108628387,201.2914276123047,59211800.0
2025-05-22,199.91689038506837,201.94882252859867,198.91087172706415,200.56431579589844,46742400.0
2025-05-23,192.9046989896,196.91877297523902,192.6955373289648,194.49838256835938,78432900.0
2025-05-27,197.51641281084125,199.94677348688452,196.64984031499387,199.4188690185547,56288500.0
2025-05-28,199.79736291846774,201.9289060786693,199.11008702875665,199.62803649902344,45339700.0
2025-05-29,202.775557811137,203.00464471322186,197.72558456215265,199.15989685058594,51396800.0
2025-05-30,198.58218796001185,201.16196516975768,196.00242594876025,200.0563507080078,70819900.0
2025-06-02,199.4885975362889,201.3312933884623,199.3292261245183,200.90298461914062,35423300.0
2025-06-03,200.55435521702816,202.9647905668523,200.16589694161215,202.46676635742188,46381600.0
2025-06-04,202.10819540070028,205.42503857555045,201.30139858491114,202.0185546875,43604000.0
2025-06-05,202.69587362440456,203.9409342732031,199.35910500622674,199.83721923828125,55126100.0
2025-06-06,202.19783403313102,204.8871617909174,201.2515910514923,203.11419677734375,46607700.0
2025-06-09,203.58236159580053,205.18600036190864,199.2296343157191,200.6539764404297,72862600.0
2025-06-10,199.80731310224203,203.54249456453348,199.77743286642308,201.86912536621094,54672600.0
2025-06-11,202.69585666840098,203.69190510411792,197.62597377823997,197.9945068359375,60989900.0
2025-06-12,198.29333609984755,198.890956077424,196.58013147350607,198.41285705566406,43904600.0
2025-06-13,198.94074360607502,199.57821397711425,194.92666975119658,195.6737060546875,51447300.0
2025-06-16,196.52037110088898,197.90487790098294,195.78328974313985,197.6359405517578,43020700.0
2025-06-17,196.4207613301707,197.6060614779548,194.43863454049264,194.86692810058594,38856200.0
2025-06-18,195.16572178414586,196.78928550519313,194.29916455806153,195.80319213867188,45394700.0
2025-06-20,197.45666110928434,200.90298042554332,196.08210930882012,200.20574951171875,96813500.0
2025-06-23,200.83325703321927,201.50060768152076,198.17380945321412,200.70376586914062,55814300.0
2025-06-24,201.78944331230142,202.63609053842802,199.40888822531906,199.5084991455078,54064000.0
2025-06-25,200.65396860223956,202.8651975026319,199.82724651799433,200.76353454589844,39525700.0
2025-06-26,200.63404307360597,201.8392684520338,198.67184150130464,200.20574951171875,50799100.0
2025-06-27,201.09222774816857,202.41697405518968,199.20969672208463,200.28543090820312,73188600.0
2025-06-30,201.211736268348,206.57048164253425,198.4726031076903,204.3592529296875,91912800.0
2025-07-01,205.85331455367321,209.35940906738603,205.32541013409474,206.998779296875,78788900.0
2025-07-02,208.08449026524102,212.49697770796604,207.31752868499885,211.6005401611328,67941800.0
2025-07-03,211.31168447150716,213.80180573654258,210.97303162710094,212.70616149902344,34955800.0
2025-07-07,211.8395692407974,215.37554414763466,207.97491173225177,209.120361328125,50229000.0
2025-07-08,209.26978591644843,210.59451698338924,207.6262968509882,209.1801300048828,42848900.0
2025-07-09,208.7020406311003,210.49493096772343,206.40117103180637,210.30567932128906,48749400.0
2025-07-10,209.67813195706393,212.63639676214427,209.20003300630606,211.5706329345703,44443600.0
2025-07-11,209.73794232575938,211.29177557167307,209.03074119537857,210.3256072998047,39765800.0
2025-07-14,209.10044482334126,210.07658325197187,206.71988962428105,207.79562377929688,38840100.0
2025-07-15,208.39325734338402,211.05270487364396,208.09443976951917,208.28369140625,42296300.0
2025-07-16,209.46900551017632,211.5606982702429,207.81556132948495,209.32955932617188,47490500.0
2025-07-17,209.7379389650813,210.9630743588066,208.7618004967043,209.1901092529297,48068100.0
2025-07-18,210.0367321724359,210.95309492429405,208.87135730762196,210.3455047607422,48974600.0
2025-07-21,211.2618775331451,214.92732845073886,210.7937335563828,211.64036560058594,51377400.0
2025-07-22,212.29777975345726,214.1006251327807,211.39137195770533,213.55279541015625,46404100.0
2025-07-23,214.15041924441525,214.29982043425818,211.57065737650467,213.30377197265625,46989300.0
2025-07-24,213.05475989741393,214.83769515517375,212.68622683006964,212.91531372070312,46022600.0
2025-07-25,213.85158759699283,214.38946224202752,212.55672164240056,213.0348358154297,40268800.0
2025-07-28,213.18426788884761,214.00103498726418,212.21809958876685,213.20419311523438,37858000.0
2025-07-29,213.33365491441555,213.96117031669576,209.9869466315705,210.43516540527344,51411700.0
2025-07-30,211.06265157316113,211.55072076453234,206.89917652304968,208.2239227294922,45512500.0
2025-07-31,207.66614913739534,209.01080544085684,206.3414028602417,206.74978637695312,80698400.0
2025-08-01,210.03674932642843,212.7360475386617,200.7037794341265,201.58030700683594,104434500.0
2025-08-04,203.70186769022786,207.0585613783641,200.88304868853191,202.5464630126953,75109300.0
2025-08-05,202.59624780213056,204.52858421879685,201.36115745633876,202.11814880371094,44155100.0
2025-08-06,204.81744899810374,214.52892145014,204.77759854868273,212.40733337402344,108483100.0
2025-08-07,218.01508808955717,219.97730473834642,215.7241736307253,219.16053771972656,90224800.0
2025-08-08,219.95740294972967,230.08721487155407,218.38364441813084,228.44374084472656,113854000.0
2025-08-11,227.2770261826339,228.91239906441297,224.1259370249458,226.5391082763672,61806100.0
2025-08-12,227.36674823663387,230.14888579943394,226.429412881848,229.0021209716797,55626200.0
2025-08-13,230.4181341091737,234.33703985510917,229.77992501054072,232.6717529296875,69878500.0
2025-08-14,233.39969406647393,234.4567012802976,230.19875827485632,232.12330627441406,51916300.0
2025-08-15,233.33985018068216,233.6190590405621,228.69299310222902,230.9366455078125,56038700.0
2025-08-18,231.04632935234682,232.4623214496413,229.46081868168693,230.23861694335938,37476200.0
2025-08-19,230.62753117126795,232.2130419457167,228.70298322789472,229.90956115722656,39402600.0
2025-08-20,229.33119207499826,229.81981519856654,225.13307755654054,225.3723907470703,42263900.0
2025-08-21,225.63166356522294,225.88095827873425,223.14868274098328,224.26551818847656,30621200.0
2025-08-22,225.53195134940427,228.44371192910324,224.77410085849388,227.11746215820312,42477800.0
2025-08-25,225.84107546750252,228.65312729963858,225.59178073979155,226.5191650390625,30983100.0
2025-08-26,226.22996704217394,228.84258604761433,224.05612439304167,228.6630859375,54575100.0
2025-08-27,227.96506627689797,230.24859923631865,227.6160475796746,229.8397674560547,31259500.0
2025-08-28,230.16884905542523,232.75153884501827,228.69301327644948,231.9039306640625,38074700.0
2025-08-29,231.85405874294378,232.7216147258446,230.71727541448905,231.485107421875,39418400.0
2025-09-02,228.6032698757151,230.19876225122124,226.32970313085187,229.0719451904297,44075600.0
2025-09-03,236.5408165177042,238.17618932549604,233.69885053091846,237.79725646972656,66427800.0
2025-09-04,237.77731160532718,239.2232180033205,236.07214416452067,239.1035614013672,47549400.0
2025-09-05,239.32291694518142,240.63920029193574,237.81718240373485,239.0137939453125,54870400.0
2025-09-08,238.62490021245955,239.47249309970456,235.67324414176576,237.2089080810547,48999500.0
2025-09-09,236.33139119913957,238.1063683630383,232.70166073618753,233.68887329101562,66313900.0
2025-09-10,231.53496736029473,231.76431424305812,225.31256565050364,226.1501922607422,83440800.0
2025-09-11,226.23995033725743,229.7998710451417,226.010588238333,229.3810577392578,50208600.0
2025-09-12,228.57335925244223,233.84842918261825,228.373926506362,233.40968322753906,55824200.0
2025-09-15,236.33138325533858,237.5180285002954,234.3669397384463,236.0322265625,42699500.0
2025-09-16,236.51088466190768,240.53949594661788,235.65332541334,237.4781494140625,63421100.0
2025-09-17,238.2958480596019,239.42266510979977,237.05934071942244,238.3157958984375,46508000.0
2025-09-18,239.2930082114909,240.51953392817583,235.98236714862816,237.2089080810547,44249600.0
2025-09-19,240.5494606794321,245.60516498271895,239.53234916144805,244.8074188232422,163741300.0
2025-09-22,247.5995237986898,255.9160073848096,247.42002368458668,255.35755920410156,105517400.0
2025-09-23,255.15814081026073,256.6140134777918,252.86462630601793,253.71221923828125,60275200.0
2025-09-24,254.49999981420794,255.01853710208397,250.33178410429736,251.59820556640625,42303700.0
2025-09-25,252.49566170312627,256.4444966190252,250.99989343760635,256.14532470703125,55202100.0
2025-09-26,253.38315498635407,256.87328100426123,253.06405044687503,254.73931884765625,46076300.0
2025-09-29,253.84185736381545,254.28061851263055,252.29622703166862,253.71221923828125,40127700.0
2025-09-30,254.1410137555297,255.1980209495745,252.39595068950493,253.9116668701172,37704300.0
2025-10-01,254.32049261064776,258.0599285933123,254.21080232618834,254.72933959960938,48713900.0
2025-10-02,255.85613542550084,257.45162766856953,253.43299812845933,256.40460205078125,42630200.0
2025-10-03,253.9515436206674,258.5086431914624,253.23357360959045,257.2920837402344,49155600.0
2025-10-06,257.262186546101,258.339156849437,254.33049322602108,255.9658660888672,44664100.0
2025-10-07,256.0854948355218,256.67382669789566,254.70938317067183,255.75643920898438,31955800.0
2025-10-08,255.7963062732735,257.7906639625656,255.3874592951906,257.33197021484375,36496900.0
2025-10-09,257.08267167133846,257.27213808351553,252.42584836214985,253.32330322265625,38322000.0
2025-10-10,254.2207817432353,255.6567217403356,243.3116425485481,244.57806396484375,61999100.0
2025-10-13,248.67648318296307,248.98560621270488,244.86725241658198,246.96133422851562,38142900.0
2025-10-14,245.90431694508948,248.14796941642882,244.00966795095763,247.07101440429688,35478000.0
2025-10-15,248.78615211625979,251.1095806192417,246.77184661648403,248.63656616210938,33893600.0
2025-10-16,247.54965348458146,248.33741809379524,244.43846029169785,246.7519073486328,39777000.0
2025-10-17,247.3203043073955,252.66518358811555,246.57242016484557,251.5782470703125,49147000.0
2025-10-20,255.168106265739,263.63416054313814,254.90884523128253,261.50018310546875,90483000.0
2025-10-21,261.141213133835,264.5415968076956,261.0913359303388,262.0286865234375,46695900.0
2025-10-22,261.9090191460537,262.1084670888602,254.70938662410154,257.72088623046875,45015300.0
2025-10-23,259.2066564378435,259.8847307097371,257.2821086816683,258.84765625,32754900.0
2025-10-24,260.4531458541269,263.3848541030092,258.44880663072195,262.07855224609375,38253700.0
2025-10-27,264.13276036080543,268.36078929414754,263.90339825112477,268.0516662597656,44888200.0
2025-10-28,268.23113785786586,269.12862319727753,267.39351124836816,268.2411193847656,41534800.0
2025-10-29,268.5203194424725,270.6443152614699,266.35642794866993,268.93914794921875,51086700.0
2025-10-30,271.2226702585742,273.36662916750566,267.72259312931254,270.63433837890625,69886500.0
2025-10-31,276.2085891024436,276.53767519933945,268.40069127196034,269.6072692871094,86167100.0
2025-11-03,269.65711516237894,270.08589475979994,265.49886601188945,268.29095458984375,50194600.0
2025-11-04,267.5730004152706,270.72408938596277,266.86501191822913,269.2781982421875,49274800.0
2025-11-05,267.8522167164328,270.9335263776032,266.17696342424256,269.3779296875,43683100.0
2025-11-06,267.1342708755924,272.6287059365568,267.1342708755924,269.0089416503906,51204000.0
2025-11-07,269.03885049148494,271.5218466038475,266.0173996929098,267.7126159667969,48227400.0
2025-11-10,268.46122924118225,273.22240319845355,266.96401085683,268.93035888671875,41312400.0
2025-11-11,269.3096487524697,275.3983427074405,269.2996575494418,274.73956298828125,46208300.0
2025-11-12,274.49002155435767,275.2186787593472,271.19615348009904,272.9628601074219,48398000.0
2025-11-13,273.6016697208788,276.1868935731559,271.5854266195937,272.44384765625,49602800.0
2025-11-14,270.54732197227213,275.44821996704485,269.10002929321837,271.9048156738281,47431300.0
2025-11-17,268.3214829895084,269.98836893107386,265.237217022597,266.9639892578125,45018300.0
2025-11-18,269.48932037088264,270.2079864201871,264.8279974843966,266.9440612792969,45677300.0
2025-11-19,265.0375710636542,271.7051756343288,265.00762791735707,268.06195068359375,40424500.0
2025-11-20,270.327749378444,274.91922505965954,265.42688147061517,265.7562561035156,45823600.0
2025-11-21,265.4568071090486,272.8230952896135,265.17732758833057,270.98651123046875,59030800.0
2025-11-24,270.397615191446,276.4863089537433,270.397615191446,275.4083251953125,65585800.0
2025-11-25,274.75953066216096,279.8600705608694,274.73957871594786,276.4563903808594,46914200.0
2025-11-26,276.44637611579356,279.01161742605893,276.1170014953278,277.0352783203125,33431400.0
2025-11-28,276.7458380127342,278.4826014787427,275.4781737009374,278.3328857421875,20135600.0
2025-12-01,277.4944549964911,282.89442609469603,275.62792768573877,282.57501220703125,46587700.0
2025-12-02,282.47518456741903,286.86701880065203,282.10587559562896,285.6592712402344,53669500.0
2025-12-03,285.6692634925469,288.0847586222564,282.77461708045536,283.623046875,43538700.0
2025-12-04,283.5731318378766,284.20196835267484,278.07334059490756,280.179443359375,43989100.0
2025-12-05,280.01974631085085,280.6186397013617,277.53434330937836,278.26300048828125,47265800.0
2025-12-08,277.6142094762677,279.15136205700173,275.6378704438954,277.3746643066406,38211800.0
2025-12-09,277.64414811825674,279.5106752769474,276.40645748061854,276.66595458984375,32193300.0
2025-12-10,277.23491184461454,279.2312028389952,275.92734368017386,278.26300048828125,33038300.0
2025-12-11,278.5824273392719,279.07150890817053,273.3022288840155,277.514404296875,33248000.0
2025-12-12,277.38464634485007,278.70220580092337,276.30666253778065,277.7639465332031,39532900.0
2025-12-15,279.63046152672615,279.63046152672615,272.33402020742307,273.6016540527344,50409100.0
2025-12-16,272.3140798989353,274.9891026980292,271.2859911871425,274.1007385253906,37648600.0
2025-12-17,274.50001118897205,275.6478724530811,271.13626563598973,271.33587646484375,50138700.0
2025-12-18,273.1025913325419,273.12257373871984,266.4549687260805,271.68524169921875,51630700.0
2025-12-19,271.6453053723066,274.09077415448866,269.399477884542,273.1625061035156,144632000.0
2025-12-22,272.3539780142796,273.37210596231955,270.00836035897595,270.4674987792969,36571800.0
2025-12-23,270.3377490962612,271.99467443806464,269.06012395403746,271.85491943359375,29642000.0
2025-12-24,271.8349404799371,274.9192064044749,271.69521595033444,273.3022155761719,17910600.0
2025-12-26,273.65157518449314,274.859322715931,272.35396775197984,272.8929748535156,21521800.0
2025-12-29,272.1843267483383,273.8512128461511,271.8449608988494,273.2523498535156,23715200.0
2025-12-30,272.304089543875,273.5717234473003,271.77507361210075,272.5735778808594,22139600.0
2025-12-31,272.553621806917,273.17246717497864,271.24605357156486,271.3558349609375,27293600.0
2026-01-02,271.75509761912826,277.32473598417806,268.5011336129586,270.5074157714844,37838100.0
2026-01-05,270.1381104139889,271.0064921177503,265.6464557026853,266.7643737792969,45647200.0
2026-01-06,266.504853430471,267.0538212812338,261.6338984265986,261.8734436035156,52352100.0
2026-01-07,262.71190159101934,263.1909919246956,259.32817380451803,259.8471984863281,48309800.0
2026-01-08,256.5433578451618,258.80916773471864,255.22581364132833,258.55963134765625,50419300.0
2026-01-09,258.5995368285105,259.7274461787287,255.74485516422806,258.8890075683594,39997000.0
2026-01-12,258.6794199598783,260.8154357257053,256.32378048041085,259.76739501953125,45263800.0
2026-01-13,258.24022168851656,261.3244878277737,257.9108470550362,260.5658874511719,45730800.0
2026-01-14,259.0087756526009,261.33447181199796,256.23393227813756,259.4779052734375,40019400.0
2026-01-15,260.1666175851947,260.5559089501236,256.5732877053955,257.73114013671875,39388600.0
2026-01-16,257.4217372195352,258.41988279267105,254.45724364888233,255.05613708496094,72142800.0
2026-01-20,252.26132447540706,254.31750190322293,242.9685916985444,246.2425079345703,80267500.0
2026-01-21,248.23880604127606,251.09350304772093,244.72532928784554,247.1907501220703,54641700.0
2026-01-22,248.737864640942,250.53452965267718,247.68980878155546,247.8894500732422,39708300.0
2026-01-23,246.86136630134166,248.94748685874615,244.22624741136653,247.58001708984375,41689000.0
2026-01-26,251.01363570547153,256.08421686766076,249.336758511775,254.9363555908203,55969200.0
2026-01-27,258.68937090303496,261.46421404872183,257.73112933459527,257.791015625,49648300.0
2026-01-28,257.17220993748055,258.3799575946877,254.03803333601454,255.96446228027344,41288000.0
2026-01-29,257.52154586161765,259.16847988830324,253.93820707645818,257.801025390625,67253000.0
2026-01-30,254.69678984095313,261.41430490835,251.7123292610244,258.9988098144531,92443400.0
2026-02-02,259.5478036352127,269.98839826257677,258.7293169184304,269.5093078613281,73913400.0
2026-02-03,268.70080609664296,271.3758289780004,267.11372779647115,268.98028564453125,64394700.0
2026-02-04,271.7850411492978,278.432693698261,271.7850411492978,275.97723388671875,90545700.0
2026-02-05,277.6142303156022,278.98168486317746,272.72332314901723,275.3983459472656,52977400.0
2026-02-06,276.6060720438839,280.3890519626743,276.4164219647768,277.6042175292969,50453400.0
2026-02-09,277.6541982366954,277.9439398399519,271.4499228389202,274.3672180175781,44623400.0
2026-02-10,274.6369782150198,275.11651686144285,272.68876099546605,273.4280700683594,34376900.0
2026-02-11,274.44714753122867,279.92208361183503,274.1973776592452,275.24639892578125,51931300.0
2026-02-12,275.3363333447182,275.46621856633783,259.94051360693726,261.4891052246094,81077200.0
2026-02-13,261.7688319830923,261.9886306947134,255.21485759663088,255.5445556640625,56290700.0
2026-02-17,257.8124646511843,266.0449008431299,255.30478047881587,263.6371154785156,58469100.0
2026-02-18,263.35737977838915,266.57441720150126,262.20844437502524,264.106689453125,34203300.0
2026-02-19,262.35827847824623,264.2365527856389,259.81060750150084,260.3401184082031,30845300.0
2026-02-20,258.73163460792017,264.5063132392292,257.9223826043077,264.3364562988281,42070500.0
2026-02-23,263.24744081710827,269.1819753311392,263.13755670993424,265.9349670410156,37308200.0
2026-02-24,267.61343657617186,274.6369951599546,267.46358073991865,271.8895263671875,47014600.0
2026-02-25,271.5298429675081,274.6869380517792,270.8005039088116,273.97760009765625,33714300.0
2026-02-26,274.6969199809464,275.8558253670768,270.55071567552415,272.6987609863281,32345100.0
2026-02-27,272.5588900215503,272.5588900215503,262.6480379442022,263.93682861328125,72366500.0
2026-03-02,262.16844722421786,266.2846497598317,259.960490133898,264.476318359375,41827900.0
2026-03-03,263.23749216234586,265.31556422164516,259.8905695547566,263.5072326660156,38568900.0
2026-03-04,264.4063951364299,265.9050144519466,261.179387723623,262.2783508300781,39803100.0
2026-03-05,260.54995479568396,261.3192350446657,257.01320478174756,260.0504150390625,49658600.0
2026-03-06,258.39192833924307,258.53178361058343,254.13584003818684,257.2229919433594,41120000.0
2026-03-09,255.45463216869055,260.9095975388004,253.44647267699952,259.6407775878906,38218500.0
2026-03-10,257.4128391437035,262.2384104290217,256.71350175461305,260.58990478515625,30590800.0
2026-03-11,260.8496568052655,261.888707997661,259.3110658747261,260.5699157714844,26218900.0
2026-03-12,258.4219063383753,258.71164792954545,253.94601921584928,255.52456665039062,40794000.0
